Rating,Review_title,Product_review
5.0 out of 5 stars,This is one of the best purchases I've ever made,"I'd give this little vacuum cleaner 100 stars if I could! I've been using a stick Dyson for years now, coupled with frequent steam cleanings. (My floors are mostly travertine and hardwood with a few area rugs.) I thought I was doing a decent job. But the first time I used this little gadget the dustbin was filled with cat hair and kitty litter dust. Second and third times too! It seems that the little whip cords that stick out the side of this machine beat dirt and dust out of carpets much more effectively than mere suction will do."
5.0 out of 5 stars,Incredible upgrade from Eufy random pattern robot,"This does a much better job of thoroughly cleaning when compared to a 2018 low priced random pattern robot. It also gets stuck way less often. It cleans where I want it to every day with a minimum of fuss. We have three large area rugs: a cheap low pile ikea rug, a deep shag, and a hand loomed Persian. We also have four furry pets. It keeps all the rugs looking and feeling persentable. I suppose the occasional deep clean would be necessary if we were the kind of people who lolled on rugs but for now the robot is good enough."
5.0 out of 5 stars,I love this vacuum!,"I love this vacuum. A friend of mine has the same vacuum but a more expensive model and was raving about it. I was going to buy the expensive model but this one was on sale so I thought I’d go ahead and try it out. I’m so glad I did. This little guy has almost all the same functions/power that the more expensive model has. I can program it to clean or can start it using the app. It picks up even the smallest bits of dirt. It’s easy to use. I do recommend getting the optional mopping system if you have hardwood floors. My only problem with this vacuum is that it can’t sweep my very high-pile shag rug. But for regular carpet, tile, hardwood, etc. this is perfect ! I love it so much that I’m going to buy a second one for my upstairs."
4.0 out of 5 stars,Worth it!,"We purchased another robot vacuum before this one and after reading some tech site reviews and talking with my sister in law, decided to purchase this and see how it compares. I have to say, I love the suction and how well it cleans. I also love that it maps out the house and I can see where it cleaned. I love that it cleans in straight lines…something I didn’t think I cared about but did after the previous robot vacuum did not. I will say, make sure you have ALLLLL your items off the floor - cords, toys, etc. It does not discriminate and will suck up everything it can. I also noticed it is not a fan of floor fans and will get stuck on them. However, I love the battery life. Our home is 1411 sq feet and it can clean the whole house on one battery charge. If it does more deep cleaning and runs out of battery before it’s done, it has no problem finding the docking station to charge and then it resumed cleaning where it left off once it charges to 80%. I would say all around, great purchase and has given me one less thing to worry about every day. I would buy again!!"
1.0 out of 5 stars,Junk.,Update: broke after a week and a half of use. The company won't replace it because I bought it from Amazon instead of directly through them.
4.0 out of 5 stars,Good and helpful device,"I like the fact that I rarely have to vacuum the house. In fact, my floors are cleaner since we got the Roomba than they have been in a long time. We are getting older, 79 and 80 respectively, and this is making my life lots easier (and cleaner.)"
1.0 out of 5 stars,Poor- update: PHENOMENAL!!!!, Works great! Problem is 10 times tried to get it to hook up to my wi-fi to no avail. See product support couldn’t even get it to work. Sending back.
4.0 out of 5 stars,Game changer," This little gal (we named her Rosie, as in The Jetsons) has been a game-changer for us. With 2 dogs, there is hair everywhere. We have a tile floor, with a throw rug. This lil thing cleans it all up. I'm surprised when I open the dirt bin how much hair and dirt it collects! It easily transitions from the rug to tile. It is a bit noisy, but not close to how loud a regular vaccum can be. The app could be much better, but it does the job. Overall, I've never owned a name brand robot vaccum, but why spend that much if this gal does the job?"
3.0 out of 5 stars,Not what we Needed but Might Work for You,"I have a 2300 square foot home and this robot wasn't able to clean it effectively. It had a lot of trouble finding the kitchen (only about 20% of the time). Also, it would clean and then re-clean rooms several times, while completely skipping others. It also had a really hard time finding its way back to the charging dock and frequently got stuck under out kitchen table."
1.0 out of 5 stars,"When it works, it’s good. Constant connectivity issues.","When it works, it works pretty good- the issue is that the connectivity is awful and it constantly disconnects from our WiFi network which nearly makes it useless. I have to reset the connection manually so often (which also isn’t perfect and takes a few attempts usually). I have a ton of other smart devices in my home that work just fine."
5.0 out of 5 stars,Excellent piece of machine!,We like this cleaning robot very much. It leaves our floors dust free and it is strong enough to remove even the tiniest cat hair. We just received the mopping system and haven’t tried yet but I’m pretty sure it will only enhance the experience. Excellent customer service. I definitively recommend this product to others and will come back for part replacement as needed.
5.0 out of 5 stars,I love this thing!,"I love this thing! I had a Roomba in the past and wasn’t impressed with it at all. We paid A LOT for it and it got stuck places, the bristles on the brush broke off, it rarely found it’s dock on its own, the dust bin was hard to empty, and it was always stranded on the edges of our area rugs. It was just a letdown overall. I missed having a robot vacuum after it died and did a ton of research and landed on the Roborock E4. I love this thing! It has NEVER not found its dock after cleaning, it does a very thorough job of cleaning, even without LIDAR navigation, and the dust bin is large and can last several days without emptying (and I run it multiple times a day). I also like that the dustbin is easy to clean if it gets gross. The machine itself is sturdy and durable. I was hesitant to buy a vac from a company I had never heard of, but I’m so glad I did. I like this little guy 10x more than my Roomba at a third of the price. Would definitely recommend."
4.0 out of 5 stars,Good cleaning and value,"4.5 stars. Great price. Have it running 3-4 days in a row now. Took a little bit to connect to the WiFi but once connected it’s been great. Set up a schedule. First couple passes picked up a lot of dirt. Filled it up. Just completed this morning’s route and very little dust now. It got stuck a couple times early on in tight spots that my old robot vac always got stuck on too. It did suck up phone cable this morning but that’s more my fault for leaving it out. It has been able to find the charging base itself after missing it once early on. The MiHome app is pretty thorough. Shows you the cleaning routes, time in use, sq meters cleaned, battery levels, maintenance schedule for the various parts. Many more options and info than I really need. Main thing is it cleans well. Got it for $200. Not the fancier lidar models but I think it’s doing quite alright without it and I saved that $300-400."
1.0 out of 5 stars,Total disappointment.," I am so disappointed. I have waited a long time for this purchase, but it is being returned. It does not have mapping, despite the pictures shown. I can’t get it to connect to the app for anything. I consider myself tech savvy, so it’s not user error."
1.0 out of 5 stars,Worst robo-vac ever - Buy anything else,"This is the worst robovac I have ever used. First, their remote ""app"" is completely worthless...so buy one with a physical remote. Second, it only cleans 12 mins. and then announces it has finished cleaning and docks itself...while the floor still has dirt on it. It has caused me to slam my fist on a table no less than three times...and I just started using it this week!!! I bought this to replace a $100 older model, thinking spending more meant better...WRONG! I'm going back to my old model and selling this piece of junk on virtual marketplace for whatever I can get for it."
4.0 out of 5 stars,"Love our ""Cupcake"", even though she's dumb.","After our original robot vacuum bit the dust, I searched for a more affordable option and found this item. It shipped quickly and was easy to fire up. ""Cupcake"", as my 7 year old named her, is awesome. She runs a solid 3 hours over rugs, hardwood, and tile. I foster dogs and for the past week have had 4 in my care. Cupcake kicks butt when it comes to keeping my floors clean of pet hair, dander, dust, and legos from my children's carelessness. The filter is easy to empty and clean out."
5.0 out of 5 stars,Excellent for daily cleaning,I love being able to come home to a freshly sweet carpet every day. It's really cut down on the cat hair and dust in my house. I also love the ability to attach a mop head and let it mop around the hard floors. I usually fill it with HOT water to clean better and clean the cloth a couple times and change out the now-cold water for hot to really get the floor well mopped. Still easier than doing it myself!
2.0 out of 5 stars,Not a Smart robot for a Smart home,"It’s a decent robo vacuum. I had a roomba, but my Great Dane ruined it. I wanted to try something a less expensive just in case it happened a second time. I really like this little vacuum. It picks up a good amount of dirt and dog hair which is important with two dogs and a toddler. I think I read a review that it was quiet, but I don’t agree with this. It’s just as loud and annoying as my roomba was. I’m giving it such a low score because I cannot get it to connect to WiFi. This is really important to me since sometimes I don’t have my phone and would like to be able to tell Alexa to send it home, or to be able to start it before I get home. It shouldn’t be that hard to connect it to WiFi and have the app work. I’m very disappointed. I would send it back, but I’ve been using it for a week. We just moved and didn’t have WiFi until two days ago. I’ve reset my phone, deleted the app, turned off the vacuum.. everything. Really need to fix their line up and their app."
5.0 out of 5 stars,BEST INVENTION EVER!,"I was a bit skeptical about whether this or the Roomba or whatever would really work. I have two dogs and live on a farm, so you can imagine all the dirt that gets tracked in my house. We put down new flooring so I wanted something to help keep things cleaned up. After some research, I decided to give this a try. I am in love with it. I scheduled it to run every day and it finds and cleans every inch of my house that it can physically get to. Even under my bed and couch. It does get stuck under the edge of my dishwasher occasionally, but I block that off every morning so that it can't get under the edge. That really is my only complaint so far. I've been using it for over two weeks and I'm thrilled. I love the app too. Definately worth the money. We have the mopping accesories too. It does make a difference in keeping the floor looking better between my more heaving moppings."
5.0 out of 5 stars,Okay Robot Vacuum,"Well this was our second robot vacuum cleaner after the first (cheaper) one really malfunctioned. This Roborock was better, but often got lost, couldn't return to charging base, missed areas, and didn't know which room it was in. I could not deal with this self-proclaimed artificially intelligent cleaner guy too long. As I started to lose my patience, we decided to return it. After returning to self-vacuuming, I have just started looking for a superior robot vacuum cleaner again. My extensive research is leading toward Roborock S6 Max that uses lidar along with artificial eye (camera). It is supposed to be very good."
5.0 out of 5 stars,The best and lower cost,"I had been researching these mobile vacuums for several months and saw this brand that did not rate all that bad.. Then I saw a review on Amazon somebody wrote their mother came over to their house and said that this mobile vac was better than her Rumba.. And I thought well It's probably a planted review but the price was good so I got one. Best decision ever. The suction is fantastic And has accidentally picked up things I thought would have broke it . Picked up hair combs, plastic from a box wrapping and various other things it didn't slow down. I was so impressed. And then I have this ledge between hardwood floor and the kitchen and thought I'll have to pick it up and put it on one side and put it on the other. It's quite amazing it comes up on it and doesn't get over it the 1st time and it spins around and gives it another try and it just keeps spinning until it gets to a place that he can haul itself over it and thick area rugs. I think it puts Rumba to shame. I call him Roco."
1.0 out of 5 stars,Not worth the saving,"It works fine, BUT it doesn’t work at all with Google Home. If you search online, you will find long forum discussions about this issue! It is very well known and Xiaomi is totally aware of it. But this is still advertised as compatible with Google Home, it is simply not."
4.0 out of 5 stars,We Feel So Cared For!,"We have a long-haired cat and a giant rough collie: hair builds up in the house every single day. And I have asthma...We've never been able to get ahead of it all with regular vacuuming. With Covid, we're no longer having the housekeeper come in, and being older, knew we had to do something. After a good deal of research, we selected the E4, and are so very happy with it. It has amazing suction, goes up onto our thicker living room carpet with ease, has cleaned way under furniture that likely has never been reached w regular cleaning. The house smells so good! The pattern it makes takes a while to trust, but it makes its way back to every inch of every room...and to its charger. We wish the roller brush was a little easier to clean, but have been told there is an upgraded brush available with screw off end caps that will improve that process. It's odd to feel actually kind of fond of this thing: it has made my breathing so much better. It's a good choice and we recommend it."
4.0 out of 5 stars,Good vac BUT....Models with mapping and no-go zones much better.,"While this vacuum does a good job cleaning, I do regret not spending the extra $$ the first time around and getting one with mapping. Setting up the magnetic strips (not included) to keep this E4 from going into and (sometimes) getting stuck in unwanted areas offset the convenience of using a robotic vacuum. I wound up purchasing a Roborock S6 Pure that had mapping, multiple maps, and no-go zones. A much better experience than this E4. This E4 is now relegated to the finished side of the basement where it has no obstacles and is gets around with no problems. Unless you have wide open spaces with no obstacles and no places it can get stuck, spend the extra money. Not Roborock's fault, I just didn't know how much better it would be with a model with the mapping features."
3.0 out of 5 stars,E4 model is Alexa ready but hard to set it up,"Sucking power is very good. Picked up all the dirt and hairs on the floor. Very hard to get the Mi smart home app to find and connect to this model of Robotic vacuum cleaner. After many tries and attempts, I was able to get my cellphone connected to this device. This E4 is not Alexa ready. Alexa skill only recognized Roborock skills that connects to Roborock app, unfortunately doesn't support e4 model. Misleading ad on Amazon. That's why I gave 3 stars instead of 5."
3.0 out of 5 stars,Good Vacuum. Terrible App,I bought the vacuum along with the accessory mop feature. The vacuum is pretty good but don't have any wires lying around or its liable to drag them with it. maintenance seems pretty easy too. If you have dark surfaces it will crash into them at full speed. Anything sitting just a bit over its operable height will scratch the top of the robot and may damage whatever it ran into.
1.0 out of 5 stars,Horrible customer service and horrible vacuum that won’t last 10 months.,"Absolutely worst product you can possibly buy. The vacuum doesn’t even last a year. Mine started having an issue at 10 months. It stopped going over tiny little surfaces between my kitchen and living room so I called support and for weeks they sent me through a loop. First they wanted a video which was reasonable so I did that. Then they didn’t believe me on my measurement of the surface and said it was over an inch so I sent them a picture to show them it was only .4 inches. Then they told me to clean the wheels which I do already so I did and then that whatever I use to clean the surface was causing it. Funny I used the same thing to clean the surface which is just vinegar for the first 8 months and it didn’t have an issue. After that they wouldn’t contact me back. I called customer service probably 4 times to ask for a supervisor and they told me they would call me the next day. It’s been 2 months and still no one has contacted me. They told me to contact via email to get a supervisor so I did probably 6 more times with no avail. They have the absolute worst and rudest customer service of any company I have ever dealt with. My product was still right at the 1 year warranty and they lead me along to lead me out of the warranty period. BEWARE, DO NOT buy anything from this customer. Vacuum is trash and customer service is ever worse. Do yourself a favor and buy a shark or Roomba. It’s worth the extra money. Hope this helps!"
5.0 out of 5 stars,"So far, so good 2,200 square foot house and 5 pets...","I have a Husky, Malamute and 3 medium hair cats, and live in dusty AZ., this little machine is a godsend!! Haven't tried the mop yet, still replacing some carpet with hardwood, and read the reviews on how it doesn't recognize differences between the two. It does know the difference between various types of rugs and flooring. Currently I have tile, harwood and minor carpet, and rugs. Pics of cats are from different house, but so you can see their fur. Still have to clean under some area due to vacuum height, but talk about time saving as a whole !!!"
5.0 out of 5 stars,Best Overall Bang for Your Buck,"I didn't want to spend a whole lot of money on a robot vacuum, especially since I'd never owned one before and was skeptical of how well it would perform. This product blew me away! I named it Alfred and it picks up most of the dog hair, dirt, grass, and occasional cord hanging from the wall. I can't believe I've waited so long to get one. It doesn't fall off my step down into the bathroom, and it goes right over the high threshold I have in my home (my home is rented and the floors are warped to where it has a gradient, which is weird at the thresholds but Alfred doesn't flinch. I wanna get the mop extension so i don't have to sweep or mop."
3.0 out of 5 stars,Meh Navigation and Security Risk Surprise!,"Missed part of the living room altogether. Path was a little more random than I would have liked... definitely not the long, square lawnmower rows advertised. Does a great job of actually vacuuming. But a random-path is a lot less expensive and just isn’t that much worse in terms of coverage. Well, actually, my random path vac does cover the whole room, so that’s one better than this vac did."
5.0 out of 5 stars,Third Time’s The Charm,"This is my third robot vacuum. Started off with a Deebot, which really didn’t get the job done. Then went with the irobot 960, which couldn’t finish cleaning my main floor (hardwoods) on either one charge or without requiring the dust bin to be emptied."
5.0 out of 5 stars,Does a great job vacuuming a complex floorplan with furniture,"The Roborock E4 Robot Vacuum Cleaner, Internal Route Plan with 2000Pa Strong Suction, 200min Runtime does a good job navigating and vacuuming a complex floorplan with furniture. It transitions between ceramic floors, wood floors and carpet with no problems. I have an old Kenmore upright vacuum that indicates the amount of dirt it picks up and after running the Roborock E4 on carpet, I followed up with the old Kenmore Vac and it showed no dirt left behind. The noise level fluctuates from moderate sound on carpet (from higher vacuum rates) to almost a whisper on hardwood floors and ceramic tile. I like that it maps the floor and vacuums with 6 inch overlap. It follows up by vacuuming the edges. It finishes by heading back to the docking station."
3.0 out of 5 stars,WON’T WORK ON MEDIUM DENSITY CARPET!,WILL NOT WORK ON CARPET unless the carpet is very low. I’ve included a pic of my medium plush carpet for example.
3.0 out of 5 stars,Not the brightest robot,"We have had this little robot four months. We chose it for its ability to clean dog hair, which we have in excess, and it does ok at that. However, overall it is disappointing. Its navigation seems to depend on bonking into the walls so all of the white baseboard are scuffed now. More disappointing, it can’t navigate between rooms of it doesn’t accidentally find the door. It’s a pinball robot - bouncing from one obstacle to another."
4.0 out of 5 stars,Does a fairly good job of cleaning,Seems to do a descent job of cleaning for a relatively inexpensive unit. I have two old Roombas that are probably 10 years old and this cleans about the same (maybe a little better) and I do like that when it goes over a carpet the suction increases. I miss the virtual walls that the Roomba has to block off areas that do not have doors. The more expensive model has virtual walls that you can add to the programmed room map. This one does not have a map that you can see on your phone. It does connect with Wi-Fi and you can establish a cleaning program and can see its charge status and when it is docked on your phone. It may do more but that is all I have used. I went with this vacuum because of its low cost compared to others with the features I wanted.
1.0 out of 5 stars,"Helpful, but flawed","6 month update: Pathfinding has gotten progressively worse. I've cleaned all the sensors but it it has started to run into larger and larger objects, push light objects like shoes on the floor around, scrape walls while turning, and it has begun to wedge itself under objects. It has opened my fridge several times and has repeatedly gotten stuck under a cart that has maybe a millimeter of clearance from exactly the right approach angle."
5.0 out of 5 stars,I can’t imagine our home without it!,"Hands down, this vacuum has been a life saver. Our house is 4 floors and 3000sq feet- all hardwood and many area rugs, which means I spend way too much time vacuuming..."
2.0 out of 5 stars,Not the best robot vacuum on the market,"This vacuum says it’s good for larger homes but it always died after vacuuming half of my house. It did not map my house at all! I noticed it only would clean half of my living room, my dining room and half of my breakfast area. I had to carry the vacuum around so it would get in and out of the rooms."
5.0 out of 5 stars,Better than cheap-o options,"I just got this today AFTER I purchased another, cheaper robotic vacuum on Amazon. This one is instantly better! Why?"
4.0 out of 5 stars,Keeps the place looking better,"I think the E4 is a good value. My only con with it is that the agitator brush doesn't like carpet. My carpets pretty crappy though. Maybe a nicer denser carpet would work better. The brush feels a lot of resistance on mine and is usually not spinning. It seems to pick up about 95% of dirt on the hard floors or smooth carpet, and about 75% on my crappy carpet. It won't replace my dyson, but does do a great job of keeping the floors looking clean between weekly dyson vacuumings. Oh and on carpet, the power is on full, so it's noticeably louder. Ours is set to run daily at 9pm after kids are in bed and things are picked up. We live in a ranch so it does the whole house minus the bedrooms at night. You will know when it's near your door"
3.0 out of 5 stars,Mapping and mopping could be improved,"See the photo. The circled area is a hallway from one room to another but robot got confused on a way back and mapped it as 2 separate hallways. I think it would improve cleaning if robot could map the perimeter first and then clean the inside of it. It also would be nice to see the line trajectory inside of the mapped area as well as real time mapping while robot is cleaning. Mopping water flow is not controlled through app, also see the picture it only snaps on one side only and I can see it break quick when it tries to climb things over and over"
4.0 out of 5 stars,"Good Vacuum, Dock Charger Suspect",Pros:
2.0 out of 5 stars,Vacuum not great on carpet,"I liked that this robot vacuum talked and was easy to operate with a button. I didn’t like that it constantly (every 10 minutes) stopped and asked that an obstacle be removed, despite the fact there was no obstacle. It did this over and over on my carpeted floors. A push of the button had it on its way again for about 10 more minutes. Since there is no remote control, it could not be left alone and you constantly restarted it. Not worth it! It had a strange pattern for cleaning and was slow and would not get to certain areas. We returned it and exchanged it for another identical vacuum, thinking we just got a lemon. The new one did the exact same thing. It was also returned."
5.0 out of 5 stars,Half the price and actually better than my Roomba,"For a third of the price, I am far more impressed with this vacuum than my old roomba. It runs longer than my roomba and it gives my carpet straight up and down lines. The suction is obviously strong as it picks up everything. I actually bought this brand by accident-I came to Amazon to try the eufy but accidentally clicked the roborock. When it came I was initially going to return it for the other but thought I’d give it a test run. Absolutely love it. I run it every single day and it only got “lost” once. My roomba was always getting lost and getting stuck under my kitchen cabinets. It does have an app to control it from your phone but I haven’t downloaded that yet."
5.0 out of 5 stars,Should have bought one years ago!,I have not yet tried the mopping function - so I can't comment on that.
5.0 out of 5 stars,Best purchase ever made,"This dude is a game changer. First off - I have 3 dogs - Let me be more specific - I have 3 Australian Shepherds - so the dog hair is REAL here. I watched a ton of YouTube reviews on different robot vacuums and was really impressed by the review from VacuumWars on this specific model and for this price I decided why not try. It has not disappointed let me tell you. The suction power is great, it’s very smart and gets every corner of the house and always manages to find its way back to the dock. I did have some problems with the app - but I didn’t buy it for the app - I can do everything I need to from the robot itself. It’s super easy to empty the trash bin, and parts to replace are affordable. I highly recommend everything about this!"
5.0 out of 5 stars,BEST DECISION EVER,"This has been, by far, one of the best purchases I have made. I have bought several of these for friends and family. You do not know what you're missing out on until you buy one of these robots. If I could give it 10 stars, I would!"
1.0 out of 5 stars,"Repeated errors, does not work properly at all esp. for mopping","I tried this in my kitchen only, since it's a small space and I wanted to get a good look at what this could do. I guess the sweeping part was fine, but when it came to mopping, the thing keeps stopping and telling me ""Error 8, please remove all objects."" Well, the thing is in the middle of the floor with nothing around it so it's clearly malfunctioning."
4.0 out of 5 stars,I DONT' RECOMMEND IF YOU HAVE A LONG-HAIRED DOG,"The vacuum works, but with a German Shepard and cats - the robot doesn't suck up all the hair and the suction starts to suck after a month. I have to dissemble it and clean it out almost daily because the hair gets trapped in the spinner, in the cracks of the vacuum, and also in the wheels. I love the idea of a smart vacuum but when i have to go over the floor with my normal vacuum, it defeats the purpose of having one. Also, I don't use the vacuum on carpet - just tile--- and it leaves clumps of dog hair behind because it didn't suck it up --- the pocket is pretty small too, i empty it once or twice a day because it gets ""clogged"", My floor isn't even dirty , its just to help suck up dog hair."
5.0 out of 5 stars,"It just works, and works well.","This vac replaced a Neato LIDAR unit that served us well for years but was just not picking up all the sand anymore. Despite lacking the LIDAR capability, it is like a blind man with a very good memory. It logically. and efficiently cleans the entire house-all 2000+ sq ft on a single charge. The low profile allows it to clean under furniture and it will calculate a pattern that provides for the brush to clean along all walls. To be clear, our house is all hard flooring so we cannot comment on how the unit cleans carpet, but after cleaning we can feel no sand or dirt. You will need a smart phone and home wifi network to access settings for the vacuum (many settings, such as vacuum power level, cannot be changed without using the app). With the coupon, at $200 it is hard to beat."
2.0 out of 5 stars,It’s OK,"Wanted to love this robot vac based on reviews and research, but for me it’s not hitting the mark. As for positives, there is a good amount of information provided on the app and the dust bin is pretty large. Other than that, I don’t love it."
5.0 out of 5 stars,Realistic Expectations,"The only negative I have to say about this product is setting it up with Alexa is not easy. I gave up on that and strictly use the app. Other than that, it does what it is intended to do. The bad reviews, in my opinion, have unrealistic expectations of a robovac. These are not designed to replace mopping and sweeping. I use this to keep tidy between cleanings. I don’t expect this to do my deep cleaning for me. This keeps me from having to daily sweep dog hair and wipe muddy dog prints. I’m ok with that."
5.0 out of 5 stars,I was played /,"Roborock went above and beyond to correct this mistake for me , I am truly grateful. They reached out to me directly to make sure that I was able to purchase new equipment and even provided a discount. I tried out the new vacuum today and its amazing, really great vacuum."
1.0 out of 5 stars,Shockingly bad device.,"The app is absolute garbage. I spent an hour trying to get it connected. Ran through all of the troubleshooting scenarios online and still nothing. Reset the router, disabled all but 2.4ghz, and still nothing. I guess if you're willing to use nearly zero security on your home router this might work, but if you're buying a smart device you expect it to be smart. It's simply not the case. I'm returning this ASAP to buy an iRobot device. I know they work with normal WiFi configurations. The instructions also look like they were written by typing the words into Google translate and hoping for the best. They're close, but not quite there. Shockingly bad all around."
3.0 out of 5 stars,Doesn’t go home to charge,"I’ve had this product for a few days now and have had it run every day. Whenever it gets to 20% battery and tried to go home, it never gets there. It seems to almost retrace it’s steps and always dies before it can get home. The suction is good and I am happy with the results of the vacuum. But I am not pleased with the fact that it will not make it home so I have to bring it home myself every time to charge. It thinks that dying is the end of the cleaning so it does not go back out once it has fully charged. It has cleaned the same few rooms over and over as it never truly finishes the cleaning. Will be returning and finding a different vacuum"
5.0 out of 5 stars,A smart vacuum with persistence, This is the first robot vacuum I’ve owned - the reviews always scared me away. I was intrigued by the house mapping and simplicity while maintaining good reviews.
2.0 out of 5 stars,Meh...  Works okay,"Bought an iRobot in 2017, loved it. Found this beauty to replace the worn out iRobot. Found this on a review of good robot vacuums for dog hair. It does some hair removal from carpet, but not much. Otherwise, on tile and hardwood it gets up most of the hair, though very slowly. It will go home and charge if it has not finished running its job for the day, but it charges for many hours before resuming. We have a 2,100 square foot house. The cleaning starts at 8:30 AM, pauses for charging and then resumes at around 6 PM. If you thought this would take care of the sweeping while you were at work, you are mistaken."
5.0 out of 5 stars,"I love the robo rock, life saver with a baby who eats everything on the floor.","The robo rock works great, it picks up all the small stuff, addresses corners and furniture really well. It also lets me know when it is time for cleaning the brushes... I just cut the hairs that are stuck with a scissors and it takes no more than 5 minutes. It also works great with Alexa. I take the dust out of the vacuum once every week and it is always full so that shows it is really picking up the dirt. I have a baby so really like the fact that it goes under the bed and furniture so I don’t have to move them."
5.0 out of 5 stars,I’m a BELIEVER!!!," Oh my goodness, this is the first one I have ever owned and I am an absolute believer. It’s very methodical in the way that it cleans and I absolutely love the app where I can see a floor plan of where it has cleaned, I can control it from the app, I can set up dates and times when it can automatically start cleaning, and you get notifications about any issues… I just can’t say enough good about it. I’m not somebody who vacuumed my house that often because it seemedclean but now that I’ve been running this every other day I can’t believe how dirty things are (and were) when you have two cats in the home. Works great on carpet, laminate, and vinyl flooring. One other funny little benefits of this vacuum is it helps me keep my house more clean because I really want it to be able to run while I’m in my office working or busy doing other things. Love love love. Buy this. I want two!!!"
1.0 out of 5 stars,OK already -  MAKE SURE PASSWORDS IS .! It’s now working - It’s great!!!,"Iphone, Samsung Galaxy S8., both unable to use any WFI control. I contacted customer service a d had a vert well spoken pleasant person but the APP Mi Home simply doesn’t connect the phones and vacuum cleaner."
4.0 out of 5 stars,Miracle on wheels,"Wow! I do not know what I did without this! Works great over the carpet and hardwood floors. It sure is a time saver and helper. I don't have it connected to wifi so whenever I want to use it, I press the button and there are no problems. It has gotten stuck a few times but I just move it and it goes on its way."
5.0 out of 5 stars,I love this vaccum!!,"I have arthritis and a bad back so, even though I have an excellent vaccum, it is hard to use it. I really did not have high expectations but because of the price, thought I would give it a try. I have hardwood and carpet and two dogs who shed soooo much. I didn’t know how to map the house but didn’t need to. I charged Sam (that’s his name) and sent him on his way. I followed him the first time. He vacuumed the whole house and went room to room ,under the bed, the dresser and night stands, and over throw rugs. I emptied him twice, it was full of dog hair. Now I just let him go. I highly recommend this vaccum."
5.0 out of 5 stars,Impressive!,"We had owned a Rumba about ten years ago and weren’t that impressed with it, but decided to try again given the newer technology. We have been nothing but thrilled with our Roborock E4. At first it felt intimidating to set it up with our phones, but we soon got everything connected and “Our Maid” began cleaning. She follows a back and forth pattern and easily transitions from our hard woods to our carpet. The app allows you to set your suction and noise preference. She cleans VERY well. We also purchased the mop extension and it’s good for a quick clean, but would need to be changed out or cleaned frequently for deep mopping. Basically there is just a wet pad that attaches to the back side of the vacuum so it drag mops as the vacuum is cleaning. So far the vacuum has been great for dog hair too and the app will tell you when the cartridge is full. We highly recommend this vacuum!"
5.0 out of 5 stars,Best value/money cleaning robot as of May 2020; why buy top of the line? this one does it all!,"After doing some research online, I ended up choosing this model (Roborock E4). I mostly looked into Roborock and Roomba robots, and this one was by far the best bang for buck (as of May 2020; paid approximately $260, since there was some promotion due to this being a recent launch). Have been using it for a few days now, and am super happy with it. The navigation capacity works really well, even though the sensor suite isn't as powerful as compared to some of the more expensive models. Even when I leave it cleaning a separate floor (in which case it obviously cannot find the dock), it does a great job returning to the initial position. I'm super happy with this purchase. Congrats to the manufacturer for creating such an awesome product. Cleaning carpets no more!! :)"
5.0 out of 5 stars,It does better than even I expected!,"I have three Shetland Sheepdogs and a border collie/papillon mix puppy. As you can imagine, our house is overrun by fur! It has been frustrating that even though I vacuum frequently I could never seem to keep ahead of the fur! Even my Dyson Animal would not take care of it!"
5.0 out of 5 stars,Totally Impressed,"I chose this product because I had 3 co workers that have the same model and swear by it. They were so excited by it I was finally convinced to pull the trigger on a robot vacuum. The only thing that's upsetting is that I waited this long! I can't believe the amount of crap this thing picks up. We live in the country and have 3 dogs and 2 kids. So far no problems and it just goes about its business and helps me keep our floors clean (we don't have any carpet in the house) Very easy to use, I got it on sale and highly recommend!"
5.0 out of 5 stars,Great value for the money!,"I got this as a gift for my Mom for Christmas this past year, she seems to love it!"
1.0 out of 5 stars,Vacuum cleaner does not work.,"After setting up the roborock cleaner, which took a few hours, we charged it overnight and then tried to clean. The robobot just went back and forth a few inches, turned around and did the same thing again. It also could not find the dock after tellig it to go back to the dock. I definitely would not recommend this product. Buy a brand name!!"
4.0 out of 5 stars,"Close to perfection, but no cigar","There is a lot that I love about this robot vacuum, but also so much that could be improved and that is disappointing."
